id,__label__slk_Latn,link,text_lang,video_lang
WGWde-baRhc,0.9915190935134888,https://youtube.com/watch?v=WGWde-baRhc,1.0,1.0
ohbGT-mNbqU,0.9962047338485718,https://youtube.com/watch?v=ohbGT-mNbqU,1.0,1.0
xRYNA-3Hmmk,1.0000096559524536,https://youtube.com/watch?v=xRYNA-3Hmmk,1.0,1.0
FvclW-knA7U,0.9994396567344666,https://youtube.com/watch?v=FvclW-knA7U,1.0,1.0
GNvfM-tGkXA,0.9998225569725036,https://youtube.com/watch?v=GNvfM-tGkXA,1.0,1.0
vmjRV-T1HyE,0.9902210235595704,https://youtube.com/watch?v=vmjRV-T1HyE,0.5,0.0
RzzTn-loQMI,1.0000088214874268,https://youtube.com/watch?v=RzzTn-loQMI,0.5,0.0
yXdbr-Y4pIQ,0.9975798726081848,https://youtube.com/watch?v=yXdbr-Y4pIQ,1.0,1.0
wtvvM-ZGoEA,0.9996883869171144,https://youtube.com/watch?v=wtvvM-ZGoEA,0.0,0.0
EGoXf-Z_qbQ,1.000006914138794,https://youtube.com/watch?v=EGoXf-Z_qbQ,1.0,1.0
lsdIP-5VgPk,0.9562673568725586,https://youtube.com/watch?v=lsdIP-5VgPk,0.0,0.0
WoWRb-NDnRQ,0.948755979537964,https://youtube.com/watch?v=WoWRb-NDnRQ,0.0,0.0
dBPWe-SzWIc,0.9485967755317688,https://youtube.com/watch?v=dBPWe-SzWIc,0.5,1.0
FYGsM-saPdE,0.9409263730049132,https://youtube.com/watch?v=FYGsM-saPdE,1.0,1.0
JPCpb-KPODc,0.9517066478729248,https://youtube.com/watch?v=JPCpb-KPODc,0.0,0.0
cLKYN-mK1fQ,0.9494828581809998,https://youtube.com/watch?v=cLKYN-mK1fQ,1.0,
GELwX-66K5o,0.9013491868972778,https://youtube.com/watch?v=GELwX-66K5o,0.0,0.0
zbLKU-vC8Tk,0.9074569940567015,https://youtube.com/watch?v=zbLKU-vC8Tk,0.0,0.0
jDUST-4-M4s,0.9012849926948548,https://youtube.com/watch?v=jDUST-4-M4s,0.0,0.0
oiFUm-PrF0Y,0.890684962272644,https://youtube.com/watch?v=oiFUm-PrF0Y,0.0,0.0
ULXnW-70jYQ,0.8958797454833984,https://youtube.com/watch?v=ULXnW-70jYQ,0.5,0.0
Jjfmv-_GHDc,0.8008950352668762,https://youtube.com/watch?v=Jjfmv-_GHDc,0.0,0.0
oPZat-J8coQ,0.7969930171966553,https://youtube.com/watch?v=oPZat-J8coQ,0.0,0.0
Ozxkp-vvf9Y,0.8098768591880798,https://youtube.com/watch?v=Ozxkp-vvf9Y,0.0,0.0
qeCBW-AjYyY,0.8080649375915527,https://youtube.com/watch?v=qeCBW-AjYyY,0.5,0.0
gqmQm-pCfok,0.8017217516899109,https://youtube.com/watch?v=gqmQm-pCfok,0.5,0.0
QoRTC-O1bRE,0.8098445534706116,https://youtube.com/watch?v=QoRTC-O1bRE,0.0,0.0
ZGGuX-JkULs,0.8018606901168823,https://youtube.com/watch?v=ZGGuX-JkULs,1.0,0.0
bOkmG-Zlwh4,0.6947556138038635,https://youtube.com/watch?v=bOkmG-Zlwh4,0.5,0.0
zLxgO-WDfFc,0.6984740495681763,https://youtube.com/watch?v=zLxgO-WDfFc,0.0,0.0
maqjI-8FqGs,0.695236086845398,https://youtube.com/watch?v=maqjI-8FqGs,0.0,
lPERS-ccuPA,0.7085784077644348,https://youtube.com/watch?v=lPERS-ccuPA,0.0,0.0
BdgED-sQxfU,0.7085784077644348,https://youtube.com/watch?v=BdgED-sQxfU,0.0,0.0
kQgho-5PMuc,0.6972609758377075,https://youtube.com/watch?v=kQgho-5PMuc,0.0,0.0
ZSckV-ZHJgw,0.6971004009246826,https://youtube.com/watch?v=ZSckV-ZHJgw,1.0,0.0
LPLDi-fLcZw,0.5902488231658936,https://youtube.com/watch?v=LPLDi-fLcZw,0.5,0.0
ZqZHx-HAEMk,0.5928699374198914,https://youtube.com/watch?v=ZqZHx-HAEMk,0.5,
whKVT-tk3uo,0.5947346687316895,https://youtube.com/watch?v=whKVT-tk3uo,0.0,0.0
bJoAF-FcLXw,0.6018867492675781,https://youtube.com/watch?v=bJoAF-FcLXw,0.0,0.0
JbhPx-WV8sA,0.6000140905380249,https://youtube.com/watch?v=JbhPx-WV8sA,0.0,0.0
TbBsZ-BWQAw,0.6021853685379028,https://youtube.com/watch?v=TbBsZ-BWQAw,0.0,0.0
YdEfE-vHfaI,0.5923518538475037,https://youtube.com/watch?v=YdEfE-vHfaI,0.0,0.0
EmVrC-9LcIU,0.5904991030693054,https://youtube.com/watch?v=EmVrC-9LcIU,0.0,0.0
MZpoU-5TfWc,0.5000715255737305,https://youtube.com/watch?v=MZpoU-5TfWc,0.0,0.0
yxCbH-d5478,0.4962371587753296,https://youtube.com/watch?v=yxCbH-d5478,0.5,
KSurx-_sL5c,0.4914840459823608,https://youtube.com/watch?v=KSurx-_sL5c,0.0,0.0
cZUNJ-P2Su0,0.4924732148647308,https://youtube.com/watch?v=cZUNJ-P2Su0,0.0,0.0
qGIap-RSt3Y,0.4908531904220581,https://youtube.com/watch?v=qGIap-RSt3Y,0.0,0.0
idJKS-Yq4aY,0.4951185584068298,https://youtube.com/watch?v=idJKS-Yq4aY,0.0,
QSqJk-JDtX8,0.5027317404747009,https://youtube.com/watch?v=QSqJk-JDtX8,0.5,0.0
xAdsG-3n_2Y,0.4918128848075866,https://youtube.com/watch?v=xAdsG-3n_2Y,0.0,0.0
zQmQo-jmhac,0.4908167719841003,https://youtube.com/watch?v=zQmQo-jmhac,0.5,
fFsUN-vURuk,0.4923160970211029,https://youtube.com/watch?v=fFsUN-vURuk,0.0,0.0
zkWxu--qCa0,0.4018602967262268,https://youtube.com/watch?v=zkWxu--qCa0,0.0,0.0
gWgCZ-M1SCg,0.4081214964389801,https://youtube.com/watch?v=gWgCZ-M1SCg,0.0,0.0
AVMDz-EwSe0,0.4051653444766998,https://youtube.com/watch?v=AVMDz-EwSe0,1.0,0.0
avWZp-gGe9g,0.391635537147522,https://youtube.com/watch?v=avWZp-gGe9g,1.0,1.0
SDbIC-_MMgg,0.3970519304275512,https://youtube.com/watch?v=SDbIC-_MMgg,0.0,
yGLCU-Ik5sA,0.3988428115844726,https://youtube.com/watch?v=yGLCU-Ik5sA,0.0,0.0
Sayqu-OA5_s,0.3910774290561676,https://youtube.com/watch?v=Sayqu-OA5_s,1.0,0.0
RBhGV-72dVM,0.4012720286846161,https://youtube.com/watch?v=RBhGV-72dVM,0.0,0.0
VERwQ-LcQlc,0.4001829326152801,https://youtube.com/watch?v=VERwQ-LcQlc,0.5,0.0
WcixV-9Gzs0,0.3938778936862945,https://youtube.com/watch?v=WcixV-9Gzs0,0.0,0.0
XompH-ak9qY,0.3071385622024536,https://youtube.com/watch?v=XompH-ak9qY,0.0,0.0
AIbuX-CUM58,0.2931520342826843,https://youtube.com/watch?v=AIbuX-CUM58,0.5,0.0
gqTzT-rRRwo,0.2949787676334381,https://youtube.com/watch?v=gqTzT-rRRwo,0.0,0.0
