id,label_ita,class
1572417400959823873,0.0439242273569107,0
1572510535949905922,0.0559439919888973,0
1572429000160739329,0.0478654652833938,0
1572280277313130497,0.0576049536466598,0
1572495210579623938,0.0440882481634616,0
1572256674219716608,0.0546667762100696,0
1572555275156197377,0.0579897724092006,0
1572525892592865290,0.0518466718494892,0
1572379866909257728,0.0457227155566215,0
1572243797664497665,0.052449531853199,0
1572410364238917632,0.1049014925956726,0
1572494541672034304,0.0924343988299369,0
1572533367715041280,0.1001094877719879,0
1572273656625262594,0.0923409163951873,0
1572350516482670597,0.1062397882342338,0
1572262302757584897,0.1025778278708458,0
1572496247776477186,0.1098754182457923,0
1572383525881675777,0.0966876968741417,0
1572334482023227398,0.094896376132965,0
1572528123346030594,0.1031186580657959,0
1572553643274141701,0.195842444896698,0
1572269399830327297,0.2051327377557754,0
1572357665140924418,0.1917453706264495,0
1572382412436570112,0.2020931243896484,0
1572366872452173835,0.1963784396648407,0
1572307958481969153,0.204543650150299,0
1572393875733614592,0.2089668810367584,0
1572316042671624192,0.2098173052072525,0
1572332069644034050,0.1935286521911621,0
1572265787636977668,0.2092348635196685,0
1572300815750275072,0.295843631029129,0
1572255320260452352,0.2935394048690796,1
1572514059966382080,0.297309398651123,0
1572454225573191680,0.297309398651123,0
1572259914877132802,0.3011215031147003,1
1572245467857035264,0.2986529767513275,0
1572404430036770816,0.3025912344455719,0
1572582039098134528,0.2901725172996521,1
1572370001436282880,0.3065140545368194,0
1572594032848650241,0.2910746335983276,1
1572386942108696579,0.4005830883979797,0
1572287049532579841,0.4075518846511841,1
1572562056012009473,0.4008679687976837,0
1572429841726689280,0.4062391519546509,0
1572325118831108096,0.3917963206768036,0
1572458751772487681,0.4014047682285309,0
1572307593774653442,0.4013290703296661,1
1572585104454844418,0.4090976417064667,0
1572432238578667521,0.4086364507675171,0
1572340071268753410,0.4005904197692871,0
1572564656568389635,0.4994352459907532,0
1572439415917776896,0.5031229257583618,1
1572537629207564288,0.5031229257583618,1
1572450653783592960,0.5031229257583618,1
1572322479267524608,0.4998224377632141,0
1572454248591368192,0.5031229257583618,1
1572405407074889729,0.5031229257583618,1
1572269288467361793,0.4954294562339782,0
1572495092811956225,0.5031229257583618,1
1572443048168067072,0.5031229257583618,1
1572370895607599104,0.5920776724815369,0
1572389870819217409,0.6094785332679749,0
1572243746921779203,0.5991470217704773,1
1572545016043819010,0.5915748476982117,1
1572382850527399937,0.6089521050453186,0
1572415449949937664,0.5978203415870667,0
1572399193934954502,0.5945572853088379,0
1572542254216278018,0.5901641845703125,1
1572358431520215040,0.5980531573295593,0
1572294022940557313,0.6049892902374268,1
1572415936204017664,0.6932668089866638,0
1572584396275994625,0.6917628049850464,1
1572365217006239744,0.704112708568573,0
1572407683243966465,0.7068431377410889,0
1572494810157817860,0.7082734704017639,1
1572286267076780033,0.6933349967002869,0
1572308383193088002,0.6938574314117432,1
1572577932551553024,0.6945663094520569,0
1572287721611329538,0.6916717886924744,0
1572355204472782854,0.7074185609817505,1
1572275728749830146,0.7907370924949646,0
1572442575658942464,0.7951218485832214,0
1572513021687365638,0.7994171977043152,1
1572516644773318657,0.8009327054023743,1
1572269498778157057,0.8062849044799805,1
1572360226548101123,0.7911858558654785,1
1572350723203149824,0.8007327914237976,1
1572508338667270155,0.8067023158073425,1
1572557581822066690,0.7951688170433044,1
1572598633987739649,0.7927531599998474,1
1572593300388847618,0.8921568989753723,1
1572352583385350144,0.9088494777679444,1
1572369015531528192,0.902597188949585,1
1572353021891477506,0.8933576941490173,1
1572598401744896006,0.9078949689865112,1
1572570768080502784,0.9093229174613952,0
1572486371226390528,0.9053205847740172,0
1572503025507254277,0.8932338356971741,1
1572540277046513665,0.90471351146698,1
1572507686432026626,0.9047407507896424,1
1572257315633664000,0.953650951385498,1
1572292762296524803,0.9420320987701416,0
1572459197811544066,0.9452979564666748,1
1572253671932727303,0.940592646598816,0
1572440986562998273,0.9508801698684692,1
1572249557492453376,0.9569244980812072,1
1572281708418068481,0.9454289674758912,0
1572591482548400129,0.9589910507202148,1
1572425199148232705,0.947759211063385,0
1572575874314272770,0.95837140083313,1
1572260442105417729,0.9923166632652284,1
1572549790248087554,0.997808873653412,1
1572476366322540547,0.9990831613540648,1
1572350132397699072,0.9976400136947632,1
1572284454684356608,0.9999935626983644,1
1572314329453821952,0.999907374382019,1
1572570369202049024,0.99800443649292,1
1572313351660896257,0.9999449253082277,1
1572476870712754178,1.0000064373016355,1
1572287185180672000,0.9986766576766968,1
