Unnamed: 0,label_bul,class
1572438670422020096,0.0454472601413726,0.0
1572557755776385024,0.0531392730772495,0.0
1572266634672476161,0.0491945743560791,0.0
1572524788408782855,0.0578931123018264,0.0
1572526620501745665,0.0581659600138664,1.0
1572491660772229120,0.0466823577880859,0.0
1572324905131073541,0.05237652733922,0.0
1572441520682434560,0.0437261201441288,0.0
1572494586349592578,0.0553544275462627,0.0
1572250269475381248,0.0471960939466953,0.0
1572435409757704193,0.1038719192147255,0.0
1572357652394676233,0.1038719192147255,0.0
1572437077530382342,0.1037760749459266,0.0
1572474435998973952,0.1076830029487609,0.0
1572414189746163712,0.1038719192147255,0.0
1572562193572597761,0.1015976294875145,0.0
1572507466977660928,0.1038719192147255,0.0
1572490262659878915,0.0974287912249565,0.0
1572560633253744642,0.0937007740139961,0.0
1572584680700145665,0.0918097794055938,0.0
1572305675140866048,0.2024319171905517,0.0
1572284308861382663,0.208184078335762,0.0
1572471253054750720,0.1931303888559341,0.0
1572341712223076352,0.2060163468122482,0.0
1572379977739563008,0.2085598856210708,0.0
1572569205781966848,0.1983110159635543,0.0
1572509303462055936,0.1927944272756576,0.0
1572506350365855744,0.1906337141990661,0.0
1572246922269949952,0.1933853179216385,0.0
1572258278171889665,0.1944499015808105,0.0
1572359360722112516,0.2938843965530395,0.0
1572329414624681984,0.2952330410480499,0.0
1572305389470769152,0.2906189858913421,0.0
1572560249344884741,0.3022834360599518,0.0
1572449180798570496,0.2920809686183929,0.0
1572573116483932165,0.3026176989078522,0.0
1572241813213442049,0.2969543039798736,0.0
1572537244401176578,0.2913966178894043,0.0
1572267209535225857,0.2901759147644043,1.0
1572251151914917889,0.3004005849361419,0.0
1572579698185736192,0.3949294984340668,0.0
1572556459564732416,0.4074455499649048,0.0
1572389793270726656,0.3949294984340668,0.0
1572587169704976384,0.3985365033149719,0.0
1572244294031020032,0.3949294984340668,0.0
1572533023173914627,0.3949294984340668,0.0
1572504166525992961,0.3914301991462707,0.0
1572585126869241856,0.4089118838310241,0.0
1572407750369607680,0.3949294984340668,0.0
1572512151847448576,0.4004633724689483,0.0
1572499775110656001,0.4949948787689209,1.0
1572553376776454146,0.5025140047073364,1.0
1572253178690736129,0.5047731399536133,1.0
1572244257624457218,0.5072247385978699,0.0
1572460752010883072,0.5086526870727539,0.0
1572356744088621056,0.5086526870727539,0.0
1572576223905345539,0.5086526870727539,0.0
1572547064512548864,0.5096818804740906,0.0
1572246781773361153,0.5086526870727539,0.0
1572246188300042240,0.4933092594146728,1.0
1572543447680299011,0.6044860482215881,0.0
1572576561844588544,0.6097597479820251,0.0
1572321570051293185,0.601740837097168,0.0
1572322840820731905,0.601740837097168,0.0
1572256280047140866,0.609894335269928,0.0
1572270489816469506,0.5982449054718018,0.0
1572547951721082880,0.5933907628059387,0.0
1572282503515484164,0.6067388653755188,0.0
1572501538744184837,0.6039934158325195,0.0
1572570020827496448,0.5958834290504456,0.0
1572434513657040898,0.702970564365387,0.0
1572341209552519171,0.7092500329017639,0.0
1572248164962537477,0.7097781896591187,0.0
1572288689509924871,0.7005523443222046,0.0
1572579592719994883,0.6938239932060242,0.0
1572506353616441345,0.7013593912124634,1.0
1572545458744217604,0.702286422252655,1.0
1572459880824582147,0.7023633122444153,0.0
1572263886442696704,0.6951884627342224,0.0
1572537361422233600,0.7015711069107056,0.0
1572309185508921344,0.7983414530754089,0.0
1572413810878849027,0.8017111420631409,0.0
1572549553685139456,0.8053855299949646,0.0
1572307338647990273,0.8008453845977783,1.0
1572321040302501889,0.7970022559165955,0.0
1572495920264278016,0.7948929071426392,0.0
1572335178235641856,0.7970022559165955,0.0
1572462098319302657,0.7953503727912903,0.0
1572255647785172992,0.7970022559165955,0.0
1572560946832502784,0.7987897396087646,0.0
1572256464152006658,0.9001024961471558,0.0
1572571492961120257,0.8912312984466553,0.0
1572594010950172672,0.8971099853515625,0.5
1572360373142945793,0.9016054272651672,1.0
1572255627669344256,0.9052207469940186,1.0
1572391673346363392,0.9015436172485352,0.0
1572596409257566209,0.9069204926490784,0.0
1572489753311969283,0.9049986004829408,0.0
1572427839181565952,0.9057515859603882,0.0
1572296435164499968,0.905376672744751,1.0
1572427167941939200,0.9474411010742188,0.0
1572514186688888832,0.9494317173957824,0.0
1572297081116557312,0.9594218730926514,1.0
1572310597936594946,0.9471464157104492,0.0
1572471339038154753,0.9580803513526917,1.0
1572333065871196160,0.9412850141525269,0.0
1572240283693350914,0.9452979564666748,0.0
1572455700651032577,0.9412260055541992,0.0
1572318250184343552,0.9554620385169984,0.0
1572286576755089410,0.9468663334846495,0.0
1572252766940319744,0.9996769428253174,1.0
1572248172323540997,0.9999804496765136,1.0
1572255290912907264,1.0000044107437134,1.0
1572246172965949445,0.9999865293502808,1.0
1572342443399331840,0.9991264939308168,1.0
1572242616049074183,0.998461127281189,1.0
1572258266184302594,0.9999979734420776,1.0
1572309663533924352,0.9999988079071044,1.0
1572303219749167105,0.9912969470024108,1.0
1572465648780816384,1.0000098943710327,1.0
