id,label_hrv,class
1572263535060848641,0.0446243695914745,0
1572582017149304832,0.0536331385374069,0
1572414944343199745,0.0435770265758037,0
1572546425329950722,0.0507417656481266,0
1572285573972525056,0.0563650503754615,0
1572489271608745985,0.059330079704523,0
1572589391788539905,0.0402606055140495,0
1572292796761149441,0.0548729486763477,0
1572322505842655233,0.0559132695198059,0
1572567422850437122,0.0492314174771308,0
1572307835152736257,0.0975374430418014,0
1572279125439807495,0.1059195697307586,0
1572547557880131584,0.1028849259018898,0
1572354226982100997,0.102849043905735,0
1572369372705968128,0.1007208153605461,0
1572546184161685504,0.094619445502758,0
1572551478878867462,0.1037859469652175,"0,5"
1572593693907120128,0.0924762114882469,0
1572490628935598082,0.0902451649308204,0
1572428443098415104,0.103030264377594,0
1572458321306853377,0.2092005461454391,0
1572241267169591303,0.2083313465118408,1
1572573545095634944,0.2015114873647689,0
1572589984900677633,0.1974127292633056,0
1572592997258203136,0.1974127292633056,0
1572579092373065728,0.2034527212381363,0
1572323169922617346,0.1966341584920883,0
1572588535575891968,0.1974127292633056,0
1572298970382348288,0.2027652114629745,1
1572420366072709120,0.2015507668256759,1
1572285983172792325,0.2946624457836151,0
1572524621043494918,0.2950480580329895,0
1572246921691172872,0.3077105581760406,0
1572485489093144576,0.3000299632549286,0
1572568698501701632,0.3076925277709961,"0,5"
1572553734085046273,0.2975409924983978,0
1572242949622337536,0.3066376149654388,0
1572558726774820870,0.2948375940322876,0
1572558126242754566,0.3035104274749756,"0,5"
1572357202941296640,0.2979090511798858,1
1572585638448496642,0.3967435359954834,0
1572368304240578560,0.4002672135829925,0
1572331922059051015,0.4038049280643463,1
1572241889834713088,0.402989000082016,1
1572454293395099651,0.3965189456939697,0
1572537123651350535,0.4027996063232422,1
1572403902565470209,0.4041763842105865,0
1572542288034926592,0.39771369099617,"0,5"
1572538617356234757,0.395781397819519,0
1572509909471866883,0.409660279750824,0
1572489967544471552,0.4945698380470276,0
1572495836621185028,0.5068235397338867,0
1572260971325931523,0.4972087442874908,"0,5"
1572590646392750082,0.4916081726551056,1
1572296393804632072,0.5029527544975281,"0,5"
1572318694264508418,0.5003717541694641,0
1572281559801004032,0.4913340210914612,1
1572524584439808002,0.5013687014579773,0
1572389983222218753,0.5010426640510559,0
1572323883986071553,0.494137704372406,1
1572592094098882563,0.6087175011634827,0
1572310569574858752,0.6007210612297058,0
1572288622807912448,0.6060241460800171,0
1572257322214526977,0.5993181467056274,0
1572591445290131456,0.5965649485588074,1
1572327078363598854,0.6078082323074341,"0,5"
1572284542983241729,0.5991435050964355,"0,5"
1572255400032083969,0.6065109372138977,1
1572399933189242880,0.5932469367980957,0
1572563213186920450,0.6087521314620972,0
1572294679491760128,0.7026802897453308,1
1572532920186990597,0.6938298344612122,"0,5"
1572568889380474880,0.7095993161201477,0
1572319787824422914,0.6954354047775269,0
1572471147152932865,0.7068739533424377,0
1572592543380180993,0.6951892971992493,0
1572542450480316416,0.7072415947914124,1
1572556678402572289,0.69920814037323,"0,5"
1572566522115289088,0.6910481452941895,0
1572303637640003586,0.7047168016433716,1
1572337196706983940,0.7949490547180176,1
1572597156850110466,0.8019554018974304,"0,5"
1572321791913365505,0.7970300316810608,1
1572435860527661056,0.7964345216751099,1
1572535511650283520,0.7988541722297668,"0,5"
1572261646575489029,0.7969938516616821,0
1572245448974540802,0.8092740774154663,"0,5"
1572472658402447360,0.7973812222480774,1
1572516778730987522,0.8010377287864685,"0,5"
1572598547538939905,0.7928418517112732,1
1572462261658357760,0.9065919518470764,1
1572325295641731075,0.8955960869789124,0
1572269339038056448,0.9038745164871216,1
1572560232466845696,0.9040361046791076,1
1572333876122451969,0.8943308591842651,"0,5"
1572305079956537344,0.9015673398971558,1
1572446261143556097,0.8987572193145752,0
1572509491752738816,0.906072735786438,1
1572442928928247808,0.907339334487915,"0,5"
1572527687566262278,0.8936101794242859,1
1572345945823625216,0.9591745138168336,1
1572553955598823424,0.9460343718528748,1
1572347561809448960,0.9570416212081908,1
1572246504194342912,0.9512963891029358,0
1572531617088040963,0.9451646208763124,1
1572330980454678537,0.9507024884223938,1
1572314162214350849,0.951357126235962,1
1572319646597914626,0.9477062225341796,1
1572551806340968449,0.944632887840271,1
1572297472084512768,0.9455052614212036,1
1572260654488367104,0.9900686144828796,1
1572327327320743940,0.99938303232193,1
1572330994908405760,0.9994836449623108,1
1572314653551742982,0.9962210655212402,1
1572519152211959808,0.9916395545005798,"0,5"
1572268850531504134,0.9933064579963684,1
1572266076934635520,0.9968099594116212,1
1572297409090273280,0.9943834543228148,1
1572425989598384128,0.9985370635986328,1
1572589694160113668,0.9970899224281312,"0,5"
