id,label_heb,class
1572578582521860097,0.0571388602256774,0.0
1572281997674049536,0.0463072024285793,0.0
1572578775937978368,0.0425983779132366,0.0
1572578298299027458,0.0448850691318511,0.0
1572564549328572418,0.0422366857528686,1.0
1572307288601534464,0.0470893159508705,0.0
1572379714458914817,0.0525368638336658,0.0
1572342262029496322,0.0405597947537899,0.0
1572325065492148227,0.0446269139647483,1.0
1572453885431918594,0.0432433076202869,0.0
1572458464504590337,0.1061082556843757,0.0
1572380640997441536,0.1030406579375267,0.0
1572478200424595457,0.1044496744871139,1.0
1572379995305308162,0.0955153703689575,0.0
1572351218336530435,0.1097635626792907,0.0
1572418658345058306,0.1079001352190971,0.0
1572395119843897344,0.0946192890405654,0.0
1572364254921240576,0.102389857172966,0.0
1572290462245060608,0.0954873412847518,0.0
1572461529722933248,0.0934695973992347,0.0
1572442550019170305,0.1978952139616012,0.0
1572378879569920001,0.1916908174753189,1.0
1572551117070012416,0.2075909227132797,0.0
1572588707219378181,0.2021112442016601,1.0
1572278131578339329,0.2068313509225845,0.0
1572338732774346754,0.2075909227132797,0.0
1572258491254849536,0.2011022418737411,1.0
1572385474056163329,0.2075909227132797,0.0
1572315916612030465,0.1964116394519806,1.0
1572390310378090499,0.2006014734506607,0.0
1572447858913320961,0.2965438067913055,1.0
1572398668619325445,0.3041780889034271,0.0
1572587890017968132,0.3065429031848907,1.0
1572525412164718594,0.2937410473823547,1.0
1572522087956484096,0.294754683971405,0.0
1572296275835461636,0.3076677620410919,1.0
1572372620909379584,0.2983791828155517,0.0
1572261659103875073,0.306786447763443,0.0
1572281248445501442,0.3040907680988312,0.5
1572483885895745538,0.2972833812236786,1.0
1572295242568855559,0.3949057161808014,1.0
1572439882894802944,0.3929156959056854,0.5
1572521330477793282,0.4006029367446899,1.0
1572324758276145153,0.4058419466018677,0.5
1572290257558839296,0.40415158867836,0.5
1572336073463963650,0.4058866798877716,0.5
1572339262389096449,0.3947497606277466,1.0
1572280077605392384,0.3999934196472168,1.0
1572264950734770180,0.3993526697158813,0.5
1572592331026464768,0.3953303396701813,0.5
1572587899509669894,0.5015270113945007,1.0
1572318489989492738,0.4933262169361114,0.5
1572547005960060929,0.4920534193515777,1.0
1572285027081416705,0.5094464421272278,0.5
1572303841088966657,0.5057433247566223,1.0
1572336345812459521,0.4993657171726227,1.0
1572498733878902784,0.5015270113945007,1.0
1572421329839656962,0.492322713136673,0.5
1572259155490004993,0.5067657828330994,1.0
1572493476394143744,0.5015270113945007,1.0
1572317663627542530,0.5952548980712891,1.0
1572377532757843968,0.5971345901489258,0.5
1572284457436041216,0.5984260439872742,1.0
1572569379170316288,0.6072168946266174,0.0
1572292455000674305,0.5956640839576721,0.5
1572357957379297284,0.6091551184654236,1.0
1572499073625915392,0.603685200214386,1.0
1572517511454945280,0.6056352853775024,1.0
1572516353722187778,0.6075643301010132,1.0
1572535861459439616,0.5988425016403198,0.5
1572279635152445440,0.7008486986160278,1.0
1572452033193512960,0.7073637843132019,0.5
1572397085689024519,0.7053503394126892,0.5
1572538128858230785,0.6982405781745911,0.5
1572522192822501377,0.6932929158210754,0.5
1572595655087980545,0.6979344487190247,0.5
1572386757248970758,0.7039781808853149,0.5
1572318806323650564,0.7038812637329102,0.0
1572379619592142848,0.6998748183250427,0.5
1572313716540178434,0.7096680402755737,0.5
1572480733188341761,0.7956571578979492,0.5
1572438199057907713,0.8049910068511963,0.5
1572257400354377728,0.7911581993103027,0.5
1572576106947162112,0.7984233498573303,0.5
1572579800002473985,0.8025057911872864,1.0
1572255868716187650,0.7975240349769592,0.5
1572577535883644929,0.8089858889579773,0.5
1572289659681771520,0.7906408309936523,1.0
1572244348082733059,0.8046106100082397,0.5
1572551575054487554,0.8085574507713318,0.5
1572324510535241732,0.8925319910049438,1.0
1572476305693904901,0.8938387632369995,0.5
1572377440982286336,0.899552047252655,0.5
1572397602100092935,0.8994887471199036,0.5
1572349266378752002,0.8950487375259399,0.5
1572544595036344320,0.9015053510665894,1.0
1572267672896933889,0.9052602648735046,1.0
1572553160706904064,0.9081988334655762,1.0
1572498264586321923,0.8952690958976746,0.5
1572431175041392640,0.9026435613632202,0.5
1572491359579152386,0.9497098922729492,1.0
1572502208293515264,0.9505807161331176,1.0
1572295252395819008,0.9553126692771912,1.0
1572431037342392320,0.9503912329673768,1.0
1572250792329117697,0.9434925317764282,1.0
1572343445943128065,0.943619668483734,1.0
1572460892624924673,0.9538877606391908,1.0
1572559570886873091,0.95561683177948,1.0
1572458509400420352,0.9410175681114196,1.0
1572432753010016256,0.9437434673309326,1.0
1572571790723121156,1.0000100135803225,1.0
1572332765248651266,1.0000100135803225,1.0
1572380088951517185,0.9999958276748656,1.0
1572307469275127808,1.0000100135803225,1.0
1572552006774194176,1.0000100135803225,1.0
1572545074613067778,1.0000070333480835,1.0
1572242837282123776,1.000009298324585,1.0
1572468488371064832,1.0000100135803225,1.0
1572274541505945601,1.0000100135803225,1.0
1572331282155307009,1.0000100135803225,1.0
