id,label_arb_Arab,class
1572529455222116353,0.0539234355092048,0.0
1572258423143821312,0.0445983745157718,0.0
1572567845506289666,0.058278951793909,0.0
1572530938097303559,0.0515429824590683,0.0
1572529135309946882,0.0460456758737564,0.0
1572539234145411076,0.0565274469554424,0.0
1572541601528025092,0.0598952881991863,0.0
1572256468375867392,0.0552530325949192,0.0
1572241030443077632,0.0594100691378116,0.0
1572461354220650497,0.0501494221389293,0.0
1572576085975662593,0.1077346429228782,0.0
1572366956266934272,0.108899638056755,0.5
1572436976737087488,0.1060131788253784,0.0
1572418548261330946,0.1018834039568901,0.0
1572240940986945537,0.1067085042595863,0.0
1572517061628399620,0.0952955037355423,0.0
1572398780795813888,0.1009613648056984,0.5
1572503508422918145,0.0983060970902443,0.0
1572466135521726465,0.1095558926463127,0.0
1572296616282886144,0.0922995805740356,0.5
1572526456823238658,0.209956482052803,0.0
1572467565011800064,0.20396389067173,0.0
1572586300091531265,0.1956289261579513,0.0
1572414722548584450,0.1909822672605514,0.0
1572529724412563459,0.1940486133098602,0.0
1572289569910841345,0.1916930079460144,0.5
1572382215488643072,0.1970988065004348,0.5
1572330965715779585,0.2094002664089203,1.0
1572387038485450752,0.2066695392131805,0.0
1572271644613423105,0.2079876959323883,0.5
1572338933157208068,0.2924104630947113,0.5
1572505580920504320,0.2993589043617248,0.5
1572526925666750464,0.3073518276214599,0.0
1572494070127407104,0.3075026571750641,0.5
1572407976438206465,0.2932748198509216,0.5
1572359194019504131,0.2995426654815674,0.5
1572416617409118208,0.307342529296875,0.5
1572586440688652288,0.2934824228286743,0.5
1572590621550088193,0.2946341037750244,0.0
1572599586715504641,0.2935746014118194,0.5
1572568372398759942,0.3957657516002655,0.5
1572500611857350659,0.4036268293857574,0.5
1572334504877953026,0.40651735663414,1.0
1572313468044197890,0.40651735663414,1.0
1572244217073922050,0.3911583125591278,0.5
1572274498841333762,0.3967190384864807,0.5
1572283153355804675,0.4047010838985443,0.5
1572249517059194880,0.40559983253479,0.0
1572300492407181314,0.4008156955242157,0.5
1572597139284365314,0.3929271697998047,0.5
1572312771877896204,0.501795768737793,0.5
1572595394881916928,0.4927363693714142,0.5
1572360255765450752,0.4988519847393036,0.5
1572335341289226240,0.4937041401863098,0.5
1572365085422632960,0.50033038854599,0.5
1572394546650128385,0.4916044771671295,0.5
1572429562067427330,0.4933781623840332,0.5
1572298033328713728,0.4938172996044159,0.5
1572528555350949890,0.4971081018447876,0.5
1572599665564217347,0.5086066126823425,0.5
1572546771531751425,0.5993247628211975,0.5
1572551112401502208,0.5922979116439819,0.5
1572426893298905088,0.5925281643867493,0.5
1572461647884877824,0.6044348478317261,0.5
1572562509990862848,0.5974509119987488,0.5
1572579185243357184,0.6055181622505188,0.5
1572268910266953728,0.5995558500289917,1.0
1572391765419921412,0.5928502678871155,0.5
1572498010072059905,0.5981219410896301,0.5
1572495916698836994,0.6055181622505188,0.5
1572398511831883776,0.7032325267791748,0.5
1572459557082877952,0.6985251307487488,0.5
1572499852319420416,0.7068207859992981,1.0
1572540288702320642,0.6973211169242859,0.5
1572471243038756864,0.6991601586341858,0.5
1572439841136345092,0.7019540071487427,0.5
1572319562590466048,0.6960800290107727,0.5
1572443587056484353,0.6957128047943115,0.5
1572586661405511680,0.6976624727249146,0.5
1572476742417420289,0.7010359168052673,0.5
1572398858012860419,0.790385365486145,0.5
1572366492032995328,0.8051103949546814,0.5
1572406981637316608,0.8003934025764465,0.5
1572254773222707200,0.7999992370605469,0.5
1572453806595604485,0.7904335260391235,1.0
1572284899125755906,0.790501058101654,0.5
1572594048011059204,0.7966654896736145,0.5
1572321260893343748,0.8015133738517761,1.0
1572463000120074240,0.8041696548461914,0.5
1572464147639726080,0.7931528091430664,0.5
1572481967303557122,0.8947435021400452,1.0
1572295776050749442,0.9050644040107728,0.5
1572358269896720389,0.8986859917640686,0.5
1572590885459591177,0.9082712531089784,0.5
1572419026361499648,0.9096364974975586,0.5
1572370144139132928,0.9030110836029052,1.0
1572251375119249408,0.9081906080245972,1.0
1572481933451345920,0.8959708213806152,1.0
1572298897229492224,0.8964570760726929,0.5
1572598049267916805,0.8916847109794617,1.0
1572587365046145025,0.953101933002472,0.5
1572309076658233347,0.9511250257492064,0.5
1572256476952920065,0.9459804892539978,0.5
1572410427593588738,0.9553983807563782,0.5
1572275962695270401,0.9431262612342834,0.5
1572259575805480967,0.956674575805664,1.0
1572291966775496706,0.951983630657196,1.0
1572363673733144576,0.957512140274048,1.0
1572368160656957440,0.9452146291732788,0.5
1572564399373815811,0.9474372863769532,1.0
1572547323808608256,0.9998299479484558,1.0
1572256095334178823,0.9988539218902588,1.0
1572582359878221826,0.9999943971633912,1.0
1572307800512143360,0.9991278052330016,1.0
1572331906448097281,0.995165228843689,1.0
1572265714593169415,0.9999433755874634,1.0
1572365889311219713,0.9995898604393004,1.0
1572422914275778560,0.9999889135360718,1.0
1572600271653703680,1.000009298324585,1.0
1572596165006299136,1.0000025033950806,1.0
