id,text,label_arb_Arab,class
1572529455222116353,差點被室友氣死 身心俱疲,0.0539234355092048,0.0
1572258423143821312,(｡ﾟっ´Д｀ﾟ)｡っｳｴｰﾝレイヤーがうまく使えないﾖｫ〜〜〜〜（全部ベタ塗り1枚）,0.0445983745157718,0.0
1572567845506289666,総帥…#ニンジャスレイヤー,0.058278951793909,0.0
1572530938097303559,いちのほうがよさそう,0.0515429824590683,0.0
1572529135309946882,何年ももう刈り上げ一択,0.0460456758737564,0.0
1572539234145411076,星3三枚抜きで全部すり抜けとか平気で起きる,0.0565274469554424,0.0
1572541601528025092,私も離れない……(しがみつく),0.0598952881991863,0.0
1572256468375867392,撃沈,0.0552530325949192,0.0
1572241030443077632,俺は…俺は真剣なんだ！,0.0594100691378116,0.0
1572461354220650497,正月といえば　という感じだけど　いつでもできるんよね本来,0.0501494221389293,0.0
1572576085975662593,さつきちゃん好き〜！,0.1077346429228782,0.0
1572366956266934272,وأترك أصوات ذكر”   ك̷و̷د̶ ̸خ̷ص̸م̴   ☭ٱےهےربَـ  ☭ٱےـهـربَـ☭  ايهرب  _______________       KBZ6979,0.108899638056755,0.5
1572436976737087488,動物ヨーチ,0.1060131788253784,0.0
1572418548261330946,コーラ飲みたい(定期),0.1018834039568901,0.0
1572240940986945537,髪の毛の発想やばw,0.1067085042595863,0.0
1572517061628399620,は〜〜〜〜満員電車に乗って帰るか……,0.0952955037355423,0.0
1572398780795813888,"ﻻﺗﺨﺴﺮ با  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________        ABC123   نمشي   ABC123   ستايلي  o5o   فوغا  3DUU    نون",0.1009613648056984,0.5
1572503508422918145,つぶあん,0.0983060970902443,0.0
1572466135521726465,りっちゃん 待って,0.1095558926463127,0.0
1572296616282886144,يبتعدون مضرب   ك̷و̷د̶ ̸خ̷ص̸م̴   ☭ٱےهےربَـ  ☭ٱےـهـربَـ☭  ايهرب  _______________       KBZ6979,0.0922995805740356,0.5
1572526456823238658,だれかー！やりませんか！,0.209956482052803,0.0
1572467565011800064,疲れた…,0.20396389067173,0.0
1572586300091531265,おめです！めでたい！,0.1956289261579513,0.0
1572414722548584450,あ～あ、今日もレポか！,0.1909822672605514,0.0
1572529724412563459,スプラ,0.1940486133098602,0.0
1572289569910841345,And possibly quit. Remember ك̷و̷د̶ ̸خ̷ص̸م̴  • سـيفــئ  •   ADT115    • تو يو • تويو •  Y2,0.1916930079460144,0.5
1572382215488643072,⠀⠀⠀⠀⠀⠀  red ⠀⠀⠀⠀⠀⠀,0.1970988065004348,0.5
1572330965715779585,خ م س ب,0.2094002664089203,1.0
1572387038485450752,普段は世を忍ぶ仮の姿ですので…,0.2066695392131805,0.0
1572271644613423105,"شخٌصَ المُستثنى آ  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________        ABC123   نمشي   ABC123   ستايلي  o5o   فوغا  3DUU    نون",0.2079876959323883,0.5
1572338933157208068,"Cannot, suffering slavery. The light ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM فوغا فوقا كلوسيت 39P  ستايلي 7FF",0.2924104630947113,0.5
1572505580920504320,Your longings the future.Our ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ستايلي 7FF,0.2993589043617248,0.5
1572526925666750464,是非極めて笑,0.3073518276214599,0.0
1572494070127407104,"وشكيت معهَم، ع  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________        ABC123   نمشي   ABC123   ستايلي  o5o   فوغا  3DUU    نون",0.3075026571750641,0.5
1572407976438206465,Nothing. Now total manwhore phenomenon ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM فوغا فوقا كلوسيت 39P  ستايلي 7FF,0.2932748198509216,0.5
1572359194019504131,"حين تحب..  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________         H112    نمشي     NY187    نون     8QX    فوغا",0.2995426654815674,0.5
1572416617409118208,Night knowing opens to allow ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM فوغا فوقا كلوسيت 39P  ستايلي 7FF,0.307342529296875,0.5
1572586440688652288,Around him—everything. devastating. People ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM فوغا فوقا كلوسيت 39P  ستايلي 7FF,0.2934824228286743,0.5
1572590621550088193,('ω' ),0.2946341037750244,0.0
1572599586715504641,"- كازوو إيشيغورو  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________         H112    نمشي     NY187    نون     8QX    فوغا",0.2935746014118194,0.5
1572568372398759942,"- عندما تواسي مهموم  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________         H112    نمشي     NY187    نون     8QX    فوغا",0.3957657516002655,0.5
1572500611857350659,Sound:I want Folly replied. “And ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM فوغا فوقا كلوسيت 39P  ستايلي 7FF,0.4036268293857574,0.5
1572334504877953026,ن,0.40651735663414,1.0
1572313468044197890,ن,0.40651735663414,1.0
1572244217073922050,Reach dry to understanding the ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM فوغا فوقا كلوسيت 39P  ستايلي 7FF,0.3911583125591278,0.5
1572274498841333762,"والغريبة الرياحي  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________        ABC123   نمشي   ABC123   ستايلي  o5o   فوغا  3DUU    نون",0.3967190384864807,0.5
