id,label_por,class
1572420167514337285,0.0437325127422809,0.0
1572531036117925891,0.0499740168452262,0.0
1572462584602963969,0.0404659584164619,0.0
1572515286682681344,0.053250066936016,0.0
1572318177882931201,0.0413121432065963,0.0
1572412317416947717,0.0547282509505748,0.0
1572251454525804555,0.0464676655828952,0.0
1572254348750585860,0.0523902662098407,0.0
1572584327275487232,0.0598961040377616,1.0
1572258253018660864,0.0446260534226894,1.0
1572259389037477889,0.090438112616539,0.0
1572249055320760323,0.1019294187426567,0.0
1572257173232558081,0.090438112616539,0.0
1572493590328377345,0.1017588898539543,0.0
1572262533276508164,0.0923398360610008,0.0
1572543029579481088,0.095489002764225,1.0
1572406752968331265,0.0989790931344032,0.0
1572302759323652098,0.1038245558738708,0.0
1572352308209668096,0.1064594686031341,0.0
1572321901611200512,0.0978969931602478,1.0
1572415569277886465,0.2001374363899231,0.0
1572569737728753665,0.2041981816291809,1.0
1572472303090270212,0.1995235383510589,1.0
1572406346087030786,0.1951098889112472,1.0
1572382754842746880,0.2070624381303787,1.0
1572256120244248576,0.1933381855487823,1.0
1572311962696011780,0.1946409195661544,0.0
1572597388967284738,0.2078506797552108,0.0
1572406550651625473,0.2038684785366058,0.0
1572575098300944389,0.1984554082155227,1.0
1572292690091380737,0.2949429452419281,1.0
1572287169955504131,0.3098167181015014,1.0
1572306960866836486,0.2952021360397339,1.0
1572516178081513473,0.3069304823875427,1.0
1572591342982766593,0.3091826736927032,1.0
1572405596141518848,0.3092239499092102,1.0
1572523693276024833,0.2987231612205505,1.0
1572316390539014144,0.2908389866352081,1.0
1572306784127455232,0.2917860448360443,1.0
1572240357408247818,0.3069497942924499,1.0
1572397890538184706,0.4070117175579071,0.0
1572421704839991299,0.4038007855415344,1.0
1572270894046744576,0.3938957154750824,1.0
1572421112277114881,0.3973332047462463,1.0
1572307898830848003,0.3900756537914276,0.0
1572347747965046785,0.4044414162635803,1.0
1572359083977543684,0.3923835158348083,0.0
1572408943921577985,0.4053180813789367,1.0
1572577874615611392,0.394654780626297,1.0
1572372069341605888,0.4053698480129242,1.0
1572525490694688769,0.5079042911529541,1.0
1572323693254033409,0.503035843372345,1.0
1572419055444803588,0.5089383721351624,1.0
1572368123130519553,0.4920141100883484,1.0
1572523967604486144,0.5001453161239624,1.0
1572348311679700994,0.4927338063716888,1.0
1572534297315405825,0.5044138431549072,1.0
1572427478945394688,0.4957838356494903,1.0
1572281017519448064,0.4921911954879761,1.0
1572408864754249730,0.5080441832542419,0.5
1572554382717362176,0.6091870069503784,1.0
1572322327957839872,0.6070268750190735,1.0
1572376551592808451,0.5964630842208862,1.0
1572568870527049728,0.6091870069503784,1.0
1572361665445859329,0.6035062670707703,1.0
1572319800231084032,0.6062859892845154,1.0
1572348687740706818,0.5978873372077942,1.0
1572347180803067906,0.5991052985191345,1.0
1572255513706135553,0.6071116328239441,1.0
1572502038591995905,0.593855082988739,1.0
1572242271168233473,0.6924867033958435,1.0
1572243922566672384,0.6995389461517334,1.0
1572289492370984965,0.6950205564498901,1.0
1572497365889597440,0.7027097940444946,0.0
1572352575671832577,0.6908199191093445,1.0
1572590233119764480,0.7096551656723022,1.0
1572319901582344193,0.7026191353797913,1.0
1572411330229055490,0.7018231749534607,1.0
1572409329910968322,0.7071391344070435,0.0
1572295131570802694,0.6937447190284729,1.0
1572385225287823361,0.7944012880325317,1.0
1572478219676422147,0.8053937554359436,1.0
1572393396555157504,0.7969620823860168,1.0
1572282681186189316,0.8020243644714355,1.0
1572526387684343808,0.7982922792434692,0.0
1572251121866997762,0.8029758334159851,1.0
1572411976311083008,0.8017037510871887,1.0
1572419592659640320,0.8050901293754578,1.0
1572302851388444672,0.7982099652290344,1.0
1572285241817182208,0.797987163066864,1.0
1572373904932356096,0.907036304473877,1.0
1572435536257638401,0.9048449397087096,1.0
1572566992288387076,0.8967655301094055,1.0
1572415527783436292,0.8967010974884033,1.0
1572393518307627009,0.9086021780967712,1.0
1572363670470160384,0.90168434381485,1.0
1572567519512383490,0.9005494713783264,1.0
1572320066888429570,0.8918814063072205,1.0
1572545629691457537,0.9091615676879884,1.0
1572598584109047810,0.9093815684318542,1.0
1572566124436525058,0.9546226263046264,1.0
1572571441622810627,0.95992249250412,1.0
1572278151740268546,0.9487723112106324,1.0
1572283398697242624,0.9481277465820312,1.0
1572308648201789457,0.9479167461395264,1.0
1572417733891067905,0.9588847160339355,1.0
1572264366950555650,0.9583375453948976,1.0
1572379312745062400,0.9548711776733398,1.0
1572242163211325440,0.957134246826172,1.0
1572350966946758659,0.9462933540344238,1.0
1572299116721459201,1.0000029802322388,1.0
1572362022511149056,0.99926096200943,1.0
1572508948871393282,1.0000070333480835,1.0
1572391352708780032,1.0000100135803225,1.0
1572546501817290755,0.9998664855957032,1.0
1572569205786152961,1.000007152557373,1.0
1572266331826708481,0.9998923540115356,1.0
1572370716632420353,0.9999383687973022,1.0
1572361612001959938,1.0000097751617432,1.0
1572382038702923782,1.0000079870224,1.0
