id,label_nld,class
1572395705867857921,0.0568544566631317,0.0
1572301667827351552,0.0459302328526973,0.0
1572384116280266752,0.0404899194836616,0.0
1572461057440092160,0.0530624389648437,0.0
1572277945883889664,0.0504787676036357,0.0
1572267551627055105,0.0589305646717548,0.0
1572510980478992388,0.0473889037966728,0.0
1572286732367986702,0.0577057935297489,0.0
1572575277942996993,0.0563041530549526,0.0
1572436548091805698,0.057476557791233,0.0
1572291428868583425,0.1083614751696586,0.0
1572598781421694978,0.0947632119059562,0.0
1572360650994683904,0.0980437025427818,0.0
1572332289203531777,0.0940243005752563,0.0
1572598602567909378,0.0980184897780418,0.0
1572431404499374080,0.0962356850504875,0.0
1572289815042834434,0.0926409065723419,0.5
1572555899914555393,0.0942209661006927,0.0
1572577678745829377,0.0946516171097755,0.0
1572342534659100678,0.1061832904815673,0.0
1572596349303939075,0.1931720823049545,1.0
1572252723357040641,0.1984448581933975,0.0
1572327809808474112,0.2013667076826095,0.0
1572347419395821569,0.2079762071371078,0.0
1572256325832216582,0.2032211869955063,0.0
1572424281438535681,0.2013303339481353,0.0
1572505228649566214,0.1956584453582763,0.0
1572257752898215936,0.197650134563446,0.0
1572551242777513984,0.1963937580585479,0.0
1572578515689803777,0.200219452381134,0.0
1572522010215063555,0.3032639920711517,0.0
1572371409510211584,0.3059007525444031,0.0
1572342299270737921,0.3043344616889953,0.0
1572481151326879747,0.3022368252277374,0.0
1572583419506470914,0.2907737195491791,0.0
1572322161607741440,0.2914785742759704,0.0
1572304229842448386,0.3007091879844665,1.0
1572320051197353987,0.2949765920639038,0.0
1572299717199134720,0.2914781868457794,0.0
1572353912577093636,0.2958734929561615,0.0
1572246773053427713,0.3961995542049408,0.0
1572452281618145287,0.395395427942276,0.0
1572331504449236993,0.396436870098114,0.0
1572319151661764615,0.3970737755298614,0.0
1572579255363727361,0.3917082548141479,0.0
1572284830133669888,0.395165354013443,0.0
1572374065557520385,0.3924309015274048,0.0
1572257803351334917,0.4032692313194275,0.0
1572318244920336384,0.3999607861042022,0.0
1572266285723189248,0.3940690457820892,0.0
1572353178758443011,0.5009691119194031,0.0
1572546365724717056,0.507188081741333,0.0
1572552015578038273,0.5048091411590576,0.0
1572268909612630017,0.4994208216667175,0.0
1572312616969830401,0.4974261522293091,0.0
1572294085020450817,0.5072228908538818,0.0
1572577929112203264,0.5097041726112366,0.0
1572473998054944769,0.5032421350479126,0.0
1572294440844398596,0.5000515580177307,0.0
1572400286806966272,0.4949341118335724,0.0
1572372903211180033,0.605396568775177,0.0
1572594049248538624,0.6038041710853577,0.0
1572593980885569536,0.6013187170028687,0.0
1572583544568041484,0.6051904559135437,0.0
1572550619495550982,0.6001964807510376,0.0
1572559380549369857,0.6004223227500916,0.0
1572290632118407170,0.6047883629798889,0.0
1572410330436730881,0.5973765850067139,0.0
1572500001791807489,0.5959294438362122,0.0
1572549835458486275,0.5939621925354004,1.0
1572479692195921920,0.6972071528434753,0.5
1572405772855934978,0.6974263787269592,0.0
1572274716970455043,0.6945831775665283,0.0
1572496759750029314,0.7046303749084473,1.0
1572241159543558147,0.7042292356491089,0.0
1572538643277058048,0.6928244829177856,1.0
1572531001997545474,0.7070611119270325,1.0
1572580470126432262,0.698570191860199,0.0
1572522958069067776,0.69959956407547,0.0
1572497902248787968,0.6931909322738647,0.0
1572551351217033218,0.8094344139099121,1.0
1572355199502635009,0.8035310506820679,1.0
1572498693252861954,0.7902004718780518,0.0
1572510337517363200,0.8088078498840332,0.0
1572590112114089990,0.794649600982666,0.0
1572307153804746753,0.8086260557174683,0.0
1572366605308526593,0.8030103445053101,0.0
1572506363615641600,0.7975360751152039,0.0
1572427250389385216,0.7971848845481873,0.0
1572246136655867904,0.8086260557174683,0.0
1572318839425339393,0.9002695679664612,0.0
1572240436869173248,0.8904821276664734,0.0
1572387101265793025,0.9087077975273132,0.0
1572532297337016326,0.9079185128211976,1.0
1572295686300864512,0.8923014998435974,1.0
1572510372107800576,0.8976391553878784,0.0
1572240212209864705,0.8942499160766602,0.0
1572522257649664003,0.89096599817276,0.0
1572349560902807554,0.9070491194725036,0.0
1572534707073748993,0.909484088420868,1.0
1572569888908251137,0.9522830247879028,0.0
1572442268019331075,0.950289785861969,0.0
1572347768462802945,0.9587225317955016,1.0
1572260806842015746,0.9521530866622924,0.0
1572239174081871873,0.9569144248962402,1.0
1572260088441618435,0.947681188583374,1.0
1572541156747100160,0.9580235481262208,1.0
1572269266476597250,0.9589083790779114,1.0
1572593485236310019,0.9537258744239808,0.0
1572261494594871303,0.949041485786438,1.0
1572551030533156864,1.000009536743164,1.0
1572594676531863552,0.9976918697357178,1.0
1572529142167646213,0.9995346069335938,1.0
1572503632087777284,0.9999654293060304,1.0
1572495547273187329,1.0000097751617432,1.0
1572521791171756033,1.0000059604644775,1.0
1572328187064983554,1.0000091791152954,1.0
1572477538324324355,0.9999918937683104,1.0
1572259748480942081,0.9999743700027466,1.0
1572580418989457409,0.998495638370514,1.0
