id,text,label_arb_Latn,class,Unnamed: 4
1572600364452532225,Poni ball boy ga apply chey ra rashid khan gadi la jushtt 20 yrs age thagginchukoni certificate tho,0.0436827018857002,0.0,
1572337835939868674,Wkwkwkk biasanya anak2 cringe bin alay,0.0420899987220764,0.0,
1572495684435312646,जानिए दिन में कितने लीटर पानी पीना चाहिए | Fact About Drinking Water | स्वास्थ्य रक्षक आरोग्य सूत्र  #Yog #Yoga #Ayurveda #patanjaliwellness #patanjaliwellnesscentres #wellness #wellnesscenter #ghreluupchar #nature #stayhealthy #staysafe #stayhealthyandfit #stayhelthystaysafe,0.0467784292995929,0.0,
1572561515336859648,Aaj kal sab se zyada kharish lifafa tokra dollar pujari munafiqeen ko hai,0.0439912490546703,0.0,
1572286094305296389,Padam pongaluka ilaiya atha mattum solu sabrish,0.0569086074829101,0.0,
1572242684399718402,Yahahahahhahahahahha ali naciiiii yusuahahhahahahahahahha,0.0592073537409305,0.0,
1572562162715078656,Jajajajajjaja. Ni sabe quien sos.,0.0426200665533542,0.0,
1572439678346747905,Ye kala Chan bhe boht bara munafiq hai,0.0497209951281547,0.0,
1572590036264026114,Jajajajajaajajajajaaja esos no salen de Barranquilla,0.0424596853554248,0.0,
1572292274091954178,Asif wasim aima shan babar,0.0477813407778739,0.0,
1572597761371181063,"antingnya suka jalan"" ya toyy  btw gws buat tuh kaki yaa wkwkwk tiatii laen kali  #ChriStory",0.1017479225993156,0.0,
1572415549363343361,lha yo kuwi haduuh piye carane ngilangin,0.1074112579226493,0.0,
1572549872770846721,Jab tk har MNA minister ya assistant nahi ban jata,0.1078875809907913,0.0,
1572358631990894594,Masaage in riyadh  0560521744  #riyadh_massage  #riyadhmassage,0.1041551679372787,0.0,
1572341168108601344,rebi ila9ikoum bih fi sa3et khir,0.0951270014047622,1.0,
1572573020795064321,#AK61FirstLook Casual pose la eppadi mass kammikanum nu Ajith Kumar mattum dha panna mudium,0.0908751934766769,0.0,
1572424177797431303,Jajajajajajajajaja ay no puedo,0.0962636396288871,0.0,
1572452291290222592,"halo kk aku ada layout ready stock gg sama ulzzang nih 5k/ea aja bisa qris    avail : 2,3,4,8",0.1022756993770599,0.0,
1572261077001576450,Innalillahi wainnailaihi raji'un Allahummaghfirlahu warhamhu wa'afihi wa'fu'anhu Aamiin Allahumma Aamiin  #FreePalestine  #FreePalestine,0.107251651585102,1.0,
1572356966206537731,Y no jalo ja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja  en lo.mero mero  la alarma  de  shitbaum cayo.y quedó... shitbaum.,0.1025601252913475,0.0,
1572431378066862081,Boleh yuk chat wa aja qris/dana/spay,0.1936372071504593,0.0,
1572342292215742465,awwww sb just got engaged on tha plane awwwwuh,0.1930852681398391,0.0,
1572573799731834886,Edhar aaiyon Chaman chutiyon  Aag dekh Chaman chutiye,0.2088172435760498,0.0,
1572243857945030656,#massage  #massage_in_riyadh  #massageinriyadh #massage_vip_riyadh  With happy ending,0.1940175741910934,0.0,
1572512239445487621,Sisa mini pb jeno aja nih yukk,0.1997395306825637,0.0,
1572562349994971136,Edhar aaiyon Chaman chutiyon  Aag dekh Chaman chutiye,0.2088172435760498,0.0,
1572518789329342464,Edhar aaiyon Chaman chutiyon  Aag dekh Chaman chutiye,0.2088172435760498,0.0,
1572502235355156484,Inna lillah wa Inna li rajihoun. Salam ahlikoum wa rahmat Allah wa barakatou fikom.,0.2039016634225845,1.0,
1572493144922509312,"Transgender law tumhare walid sab shobazu pass kre, India se dostia tumhare walid sab shobazu kre, Israel me wafood tumhare walid sab shobazu kre, selab sadgan k sath photo session 4 month wali Mariam kre lekin fitna Imran  Khan ???   Jahalat ki kmi nae ha Tum  pe .",0.2052745521068573,0.0,
1572436798747602946,Boleh yuk chat wa aja qris/dana/spay,0.1936372071504593,0.0,
1572522974170984448,Allahuma Sholi alaa Sayidina Muhammad Wa alaa Ali Wasobihi Wasallam,0.309569388628006,1.0,
1572563211182022662,Isi liye kisan march ho rahi ha? Kisay bewaqouf bna raha ha bhai,0.2962179183959961,0.0,
1572459382927167489,Wa alaykumu s-salam,0.2944107949733734,1.0,
1572402745059020801,Shabab el yeezy di shaklha we7sh awi b amana,0.3053632974624634,1.0,
1572481612839022592,hahahahahaha lagian ada ada aja si lu,0.3019315600395202,0.0,
1572365166800666626,yala 7assal 5eir now talking le walad beyekraho abl ma ye3rafni,0.3055407404899597,1.0,
1572596164733865984,Ani madhanniyadhis lai najar bhanda chahe sammidhanik ho???,0.3018785715103149,0.0,
1572462825028853760,Wa alaykumu s-salam,0.2944107949733734,1.0,
1572599153003302914,Munafic han ya pmln ki hakumat ma TLp wlo ko ashiq kahta tha or PTI ki hakumat ma terrorist #گستاخوں_کےحمایتی_کنفرم_لعنتی,0.3002601861953735,0.0,
1572366085743316992,"Hhhhhhhhhh hada howa lmochkil, kan 3lih bchwiya bchwiya yn9os l3aba howa 9lb kolshi",0.2934024930000305,1.0,
1572249603248132097,Jajajahjahahhahahahhahahahjajajja,0.3996864855289459,0.0,
1572509660837744640,4 sal kiy lay rakha tha muhn main,0.4044158160686493,0.0,
1572431846713053188,"Afsos k awaam ney Imran Khan per bharosa Kiya,saath diya, lakin Khan Sahab sirf politics khail rahe hain.inqelaab laaney wala leader har waqt jalsey jalsey khailta hai,half century Karli jalson ki.waqai cricket match samajh rahe hain Khan Sahab isko.",0.4009995758533478,0.0,
1572483759437647877,"""Humein is dafa pindi say chabi nahi di gai"", chabi walay faizabadi beghairat munafaqon ka mutwaqa byaan.",0.4048107266426086,0.0,
1572449724208390149,Almost tagged you huku lol. Kumbe... Sikujua,0.4058214426040649,0.0,
1572386637770018817,Duhhh nih ada yg aseli,0.4048454463481903,0.0,
1572594997752647683,milyar milyar juta juta…,0.3975577354431152,0.0,
1572332266176630788,Inna lillahi wa'inna ilaihi raji'un! May ya Dada's soul rest in jannah. Ameen,0.4081961512565613,0.5,
1572243578172194819,jab farshe zameen bamo falak larza baja thay us waqt kahan thay jab baap ke chullu may tha khoon-e-ali asghar ab aaye ho baba  #شہادت_ام_المصائب_زینبؑ 'SuperWomen Of Islam' 'Ummul Masaaib',0.4073261022567749,0.0,
1572406189362909184,ala mana aci camtu hahahaha,0.4044936895370483,0.0,
1572395196750659584,Wa allaikum salam warahmatullahi wa barrakatuh...,0.4905788004398346,1.0,
1572298789511208963,Us hi asal hijab hy jo hamari kitab May likha hy aur aurat pe farz hy,0.5037112832069397,0.0,
1572439321042628609,Utha liya na bhai fir shakal pe attitude kiss khushi mein??    Adi boy sudhar Jaa..  #ChannaMereya,0.5010049939155579,0.0,
"1,57233E+18","wa ha 3lach baghi nbddl , hit ila hadchi li kijihom homa sahel jani ana s3ib ra ghadi ntkhwwr flkhr dleam flwatani",0.492627203464508,1.0,
1572270995091619840,asha ab nikal tu,0.4927993416786194,0.0,
1572354932434665473,ajajajajaj ya callate valmen ponte a jalar,0.4900875687599182,0.0,
1572492204802973696,hahahahaahha ni ayat zaman bila,0.4930155575275421,0.0,
1572553552551354370,Mjhe kuchh kehna tha ustani sahba se pkka kuchh kehna tha yar ab yad he nhe aa rha subha office aaty huey yad tha,0.5015854239463806,0.0,
1572487397455298563,Ab Kahan Gy sab TLP waly ab kyun nahi bol rahey tab to bas aik safir ki waja se Sara tamasha Kiya tha ab to apka PM Jaa k khud mil Raha hai....lanat ho,0.5009880065917969,0.0,
